state,state_code,year,education,education_code,region,births,avg_birth_weight_g,sd_birth_weight_g,avg_mother_age,sd_mother_age,avg_gestational_age_wks,sd_gestational_age_wks
Kentucky,21,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1295,3331.85,559.23,32.95,3.94,38.55,2.28
Kentucky,21,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1218,3347.18,533.35,32.95,3.87,38.46,2.15
Kentucky,21,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1322,3348.66,534.11,32.79,3.81,38.51,2.02
Louisiana,22,2016,8th grade or less,1,South,1775,3118.03,614.39,26.42,6.76,38.0,2.94
Louisiana,22,2017,8th grade or less,1,South,1648,3140.52,581.48,27.12,6.61,37.99,2.93
Louisiana,22,2018,8th grade or less,1,South,1635,3137.71,587.02,27.16,6.57,37.86,3.05
Louisiana,22,2019,8th grade or less,1,South,1655,3162.85,578.22,27.41,6.51,37.96,2.72
Louisiana,22,2020,8th grade or less,1,South,1616,3152.25,567.96,27.76,6.86,37.97,2.67
Louisiana,22,2021,8th grade or less,1,South,1550,3142.16,569.25,27.63,7.04,38.06,2.66
Louisiana,22,2022,8th grade or less,1,South,1755,3170.04,545.2,27.51,6.74,38.15,2.51
Louisiana,22,2023,8th grade or less,1,South,1697,3154.55,543.28,27.4,7.04,38.14,2.57
Louisiana,22,2024,8th grade or less,1,South,1648,3126.02,589.41,27.66,6.98,37.92,2.85
Louisiana,22,2016,9th through 12th grade with no diploma,2,South,8100,3058.23,589.86,24.27,5.81,37.96,3.09
Louisiana,22,2017,9th through 12th grade with no diploma,2,South,7538,3055.64,605.72,24.37,5.94,37.73,3.22
Louisiana,22,2018,9th through 12th grade with no diploma,2,South,7147,3028.11,627.35,24.7,6.14,37.6,3.17
Louisiana,22,2019,9th through 12th grade with no diploma,2,South,6694,3043.06,609.45,24.58,6.11,37.66,3.07
Louisiana,22,2020,9th through 12th grade with no diploma,2,South,6196,3041.36,610.06,24.67,6.24,37.64,3.06
Louisiana,22,2021,9th through 12th grade with no diploma,2,South,6063,3037.64,600.29,24.67,6.3,37.7,3.05
Louisiana,22,2022,9th through 12th grade with no diploma,2,South,5709,3045.2,581.15,24.79,6.36,37.74,2.92
Louisiana,22,2023,9th through 12th grade with no diploma,2,South,5550,3041.73,615.25,24.84,6.51,37.62,3.09
Louisiana,22,2024,9th through 12th grade with no diploma,2,South,5367,3033.85,610.04,24.93,6.52,37.73,3.06
Louisiana,22,2016,High school graduate or GED completed,3,South,19923,3130.97,606.94,25.73,5.25,38.12,2.95
Louisiana,22,2017,High school graduate or GED completed,3,South,19503,3119.59,602.68,25.79,5.27,37.95,2.9
Louisiana,22,2018,High school graduate or GED completed,3,South,19315,3113.08,609.37,25.86,5.27,37.84,2.94
Louisiana,22,2019,High school graduate or GED completed,3,South,19859,3109.76,604.36,26.01,5.38,37.88,2.9
Louisiana,22,2020,High school graduate or GED completed,3,South,19770,3115.74,603.57,26.03,5.33,37.89,2.82
Louisiana,22,2021,High school graduate or GED completed,3,South,19762,3095.86,610.42,26.21,5.43,37.84,2.92
Louisiana,22,2022,High school graduate or GED completed,3,South,19375,3090.74,599.75,26.16,5.4,37.84,2.82
Louisiana,22,2023,High school graduate or GED completed,3,South,19305,3090.98,599.9,26.25,5.46,37.86,2.83
Louisiana,22,2024,High school graduate or GED completed,3,South,18846,3088.12,603.06,26.34,5.42,37.92,2.85
Louisiana,22,2016,"Some college credit, but not a degree",4,South,13675,3180.46,616.58,26.93,5.15,38.21,2.85
Louisiana,22,2017,"Some college credit, but not a degree",4,South,12872,3170.68,603.51,27.1,5.15,38.13,2.71
Louisiana,22,2018,"Some college credit, but not a degree",4,South,12217,3174.44,606.44,27.24,5.22,38.08,2.8
Louisiana,22,2019,"Some college credit, but not a degree",4,South,11550,3157.07,612.41,27.36,5.19,38.03,2.8
Louisiana,22,2020,"Some college credit, but not a degree",4,South,10878,3162.26,607.47,27.55,5.29,38.03,2.71
Louisiana,22,2021,"Some college credit, but not a degree",4,South,10654,3143.49,621.2,27.72,5.3,38.0,2.73
Louisiana,22,2022,"Some college credit, but not a degree",4,South,10725,3131.56,606.37,27.94,5.32,38.02,2.71
Louisiana,22,2023,"Some college credit, but not a degree",4,South,9962,3136.52,611.42,27.98,5.38,37.96,2.72
Louisiana,22,2024,"Some college credit, but not a degree",4,South,9253,3131.05,605.75,28.22,5.4,38.08,2.78
Louisiana,22,2016,"Associate degree (AA, AS)",5,South,4363,3219.33,615.24,29.11,4.78,38.27,2.73
Louisiana,22,2017,"Associate degree (AA, AS)",5,South,4531,3206.46,615.24,29.18,4.81,38.2,2.71
Louisiana,22,2018,"Associate degree (AA, AS)",5,South,4582,3215.07,587.63,29.23,4.76,38.12,2.62
Louisiana,22,2019,"Associate degree (AA, AS)",5,South,4511,3201.69,598.39,29.41,4.72,38.01,2.65
Louisiana,22,2020,"Associate degree (AA, AS)",5,South,4413,3185.65,618.6,29.56,4.83,37.98,2.71
Louisiana,22,2021,"Associate degree (AA, AS)",5,South,4578,3178.32,601.94,29.61,4.84,38.02,2.6
Louisiana,22,2022,"Associate degree (AA, AS)",5,South,4151,3158.32,605.5,29.68,4.88,37.91,2.64
Louisiana,22,2023,"Associate degree (AA, AS)",5,South,4030,3187.41,586.34,29.79,4.89,38.03,2.5
Louisiana,22,2024,"Associate degree (AA, AS)",5,South,3982,3163.45,615.18,29.9,4.95,38.01,2.72
Louisiana,22,2016,"Bachelor's degree (BA, AB, BS)",6,South,10422,3300.87,587.06,30.42,4.29,38.52,2.42
Louisiana,22,2017,"Bachelor's degree (BA, AB, BS)",6,South,9881,3291.61,575.6,30.45,4.3,38.45,2.34
Louisiana,22,2018,"Bachelor's degree (BA, AB, BS)",6,South,9747,3300.59,580.22,30.65,4.38,38.37,2.44
Louisiana,22,2019,"Bachelor's degree (BA, AB, BS)",6,South,9556,3281.6,571.91,30.71,4.41,38.33,2.43
Louisiana,22,2020,"Bachelor's degree (BA, AB, BS)",6,South,9416,3280.58,567.18,30.71,4.44,38.37,2.34
Louisiana,22,2021,"Bachelor's degree (BA, AB, BS)",6,South,9591,3259.8,580.41,30.78,4.52,38.31,2.41
Louisiana,22,2022,"Bachelor's degree (BA, AB, BS)",6,South,9570,3251.66,571.99,30.69,4.58,38.29,2.36
Louisiana,22,2023,"Bachelor's degree (BA, AB, BS)",6,South,9120,3254.59,586.22,30.73,4.57,38.29,2.36
Louisiana,22,2024,"Bachelor's degree (BA, AB, BS)",6,South,8906,3253.88,567.23,30.7,4.56,38.34,2.43
Louisiana,22,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3449,3283.34,588.24,31.96,3.91,38.53,2.46
Louisiana,22,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3453,3284.6,579.64,32.04,3.91,38.46,2.3
Louisiana,22,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3407,3271.91,579.88,32.18,4.04,38.37,2.35
Louisiana,22,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3567,3280.49,563.09,32.31,3.99,38.42,2.34
Louisiana,22,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3560,3245.46,598.97,32.41,4.16,38.28,2.5
Louisiana,22,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3678,3255.3,599.07,32.35,4.1,38.31,2.51
Louisiana,22,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3638,3256.86,588.2,32.32,4.23,38.28,2.39
Louisiana,22,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3543,3268.9,564.49,32.38,4.25,38.33,2.23
Louisiana,22,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,3442,3251.7,588.28,32.38,4.27,38.36,2.36
Louisiana,22,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1172,3271.36,590.1,32.99,3.84,38.55,2.6
Louisiana,22,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1172,3273.47,596.07,33.17,3.74,38.53,2.41
Louisiana,22,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1196,3292.24,568.72,33.23,3.73,38.64,2.22
Louisiana,22,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1186,3267.7,546.2,33.35,3.73,38.49,2.41
Louisiana,22,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1207,3243.93,567.84,33.61,3.85,38.38,2.02
Louisiana,22,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1252,3280.72,564.54,33.43,3.78,38.53,2.35
Louisiana,22,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1247,3231.96,566.28,33.53,4.04,38.28,2.24
Louisiana,22,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1261,3257.3,587.02,33.64,4.22,38.33,2.33
Louisiana,22,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,1323,3244.19,565.68,33.44,4.01,38.38,2.35
Maryland,24,2016,8th grade or less,1,South,3113,3287.48,570.65,29.64,6.23,38.59,2.67
Maryland,24,2017,8th grade or less,1,South,3065,3286.07,570.73,29.81,6.46,38.55,2.73
Maryland,24,2018,8th grade or less,1,South,3131,3271.23,568.64,30.15,6.48,38.56,2.81
Maryland,24,2019,8th grade or less,1,South,3293,3281.2,564.71,29.66,6.61,38.48,2.6
Maryland,24,2020,8th grade or less,1,South,3176,3283.7,562.9,30.05,6.65,38.47,2.68
Maryland,24,2021,8th grade or less,1,South,3086,3255.89,584.88,30.01,6.68,38.39,2.8
Maryland,24,2022,8th grade or less,1,South,3495,3268.82,580.86,29.84,6.57,38.39,2.73
Maryland,24,2023,8th grade or less,1,South,3382,3238.32,562.21,29.62,6.83,38.35,2.82
Maryland,24,2024,8th grade or less,1,South,3392,3241.17,559.83,29.42,6.83,38.36,2.78
Maryland,24,2016,9th through 12th grade with no diploma,2,South,6219,3163.15,596.44,25.68,6.56,38.44,2.95
Maryland,24,2017,9th through 12th grade with no diploma,2,South,5801,3161.94,624.46,26.07,6.64,38.35,3.02
Maryland,24,2018,9th through 12th grade with no diploma,2,South,5802,3181.82,600.3,26.04,6.71,38.46,2.86
Maryland,24,2019,9th through 12th grade with no diploma,2,South,5778,3169.4,600.08,26.12,6.8,38.38,2.81
Maryland,24,2020,9th through 12th grade with no diploma,2,South,5417,3174.2,605.68,26.06,6.85,38.43,2.85
Maryland,24,2021,9th through 12th grade with no diploma,2,South,5195,3176.55,600.69,26.63,6.86,38.44,2.75
Maryland,24,2022,9th through 12th grade with no diploma,2,South,5343,3176.12,597.51,26.51,6.81,38.43,2.78
Maryland,24,2023,9th through 12th grade with no diploma,2,South,5229,3179.05,581.35,26.53,6.93,38.38,2.8
Maryland,24,2024,9th through 12th grade with no diploma,2,South,5377,3171.05,592.42,26.65,6.98,38.33,2.83
Maryland,24,2016,High school graduate or GED completed,3,South,14657,3187.11,622.14,26.83,5.75,38.47,2.88
Maryland,24,2017,High school graduate or GED completed,3,South,14434,3175.5,624.9,27.06,5.77,38.4,2.88
Maryland,24,2018,High school graduate or GED completed,3,South,14188,3180.94,634.07,27.19,5.71,38.43,2.89
Maryland,24,2019,High school graduate or GED completed,3,South,14337,3174.89,625.54,27.39,5.76,38.4,2.79
Maryland,24,2020,High school graduate or GED completed,3,South,14194,3182.59,616.41,27.45,5.71,38.42,2.8
Maryland,24,2021,High school graduate or GED completed,3,South,13779,3177.93,621.03,27.41,5.75,38.41,2.72
Maryland,24,2022,High school graduate or GED completed,3,South,14208,3174.9,622.56,27.68,5.72,38.4,2.78
Maryland,24,2023,High school graduate or GED completed,3,South,13775,3173.02,616.48,27.84,5.84,38.38,2.73
Maryland,24,2024,High school graduate or GED completed,3,South,13859,3157.84,622.49,27.97,5.83,38.33,2.83
Maryland,24,2016,"Some college credit, but not a degree",4,South,14412,3240.03,628.98,28.37,5.41,38.53,2.74
Maryland,24,2017,"Some college credit, but not a degree",4,South,13924,3225.67,633.5,28.5,5.43,38.48,2.79
Maryland,24,2018,"Some college credit, but not a degree",4,South,13647,3231.25,631.49,28.71,5.42,38.52,2.73
Maryland,24,2019,"Some college credit, but not a degree",4,South,13009,3227.29,621.5,28.91,5.39,38.49,2.73
Maryland,24,2020,"Some college credit, but not a degree",4,South,12633,3223.79,624.58,29.11,5.42,38.46,2.7
Maryland,24,2021,"Some college credit, but not a degree",4,South,12001,3210.94,625.61,29.27,5.35,38.43,2.67
Maryland,24,2022,"Some college credit, but not a degree",4,South,11711,3216.73,622.65,29.47,5.34,38.43,2.66
Maryland,24,2023,"Some college credit, but not a degree",4,South,10424,3210.93,618.11,29.66,5.39,38.43,2.68
Maryland,24,2024,"Some college credit, but not a degree",4,South,10132,3211.19,598.53,29.83,5.51,38.47,2.59
Maryland,24,2016,"Associate degree (AA, AS)",5,South,4703,3304.28,602.57,30.52,4.81,38.66,2.55
Maryland,24,2017,"Associate degree (AA, AS)",5,South,4733,3278.3,623.86,30.6,4.86,38.52,2.72
Maryland,24,2018,"Associate degree (AA, AS)",5,South,4567,3294.61,607.81,30.79,4.85,38.61,2.55
Maryland,24,2019,"Associate degree (AA, AS)",5,South,4543,3290.2,601.27,30.65,4.84,38.63,2.53
Maryland,24,2020,"Associate degree (AA, AS)",5,South,4384,3294.61,607.37,31.07,4.88,38.59,2.51
Maryland,24,2021,"Associate degree (AA, AS)",5,South,4462,3280.34,613.75,31.0,4.86,38.51,2.61
Maryland,24,2022,"Associate degree (AA, AS)",5,South,4295,3279.33,615.03,31.13,4.93,38.54,2.45
Maryland,24,2023,"Associate degree (AA, AS)",5,South,4113,3265.39,593.03,31.19,5.02,38.58,2.44
Maryland,24,2024,"Associate degree (AA, AS)",5,South,4052,3250.21,608.16,31.22,4.95,38.51,2.61
Maryland,24,2016,"Bachelor's degree (BA, AB, BS)",6,South,15757,3317.3,586.48,31.68,4.42,38.79,2.37
Maryland,24,2017,"Bachelor's degree (BA, AB, BS)",6,South,15527,3319.28,592.66,31.7,4.42,38.75,2.37
Maryland,24,2018,"Bachelor's degree (BA, AB, BS)",6,South,15476,3322.95,590.53,31.79,4.37,38.75,2.4
Maryland,24,2019,"Bachelor's degree (BA, AB, BS)",6,South,15072,3313.24,591.74,31.85,4.46,38.71,2.36
Maryland,24,2020,"Bachelor's degree (BA, AB, BS)",6,South,15020,3319.46,578.64,32.02,4.42,38.77,2.32
Maryland,24,2021,"Bachelor's degree (BA, AB, BS)",6,South,15194,3311.38,582.33,32.09,4.39,38.68,2.35
Maryland,24,2022,"Bachelor's degree (BA, AB, BS)",6,South,15200,3317.26,580.79,32.21,4.46,38.72,2.32
Maryland,24,2023,"Bachelor's degree (BA, AB, BS)",6,South,14686,3306.07,580.92,32.27,4.51,38.66,2.35
Maryland,24,2024,"Bachelor's degree (BA, AB, BS)",6,South,14800,3301.06,582.16,32.34,4.49,38.63,2.32
Maryland,24,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10590,3329.6,582.11,33.07,4.0,38.79,2.33
Maryland,24,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10505,3311.56,599.48,33.26,4.0,38.74,2.41
Maryland,24,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10653,3314.85,601.03,33.3,3.95,38.73,2.33
Maryland,24,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10592,3317.8,575.83,33.4,3.99,38.74,2.23
Maryland,24,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10228,3310.89,586.23,33.47,4.01,38.71,2.3
Maryland,24,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10894,3312.7,587.84,33.61,4.0,38.65,2.27
Maryland,24,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10788,3315.88,576.4,33.81,4.08,38.66,2.22
Maryland,24,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10422,3301.47,577.1,33.83,4.1,38.62,2.27
Maryland,24,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,10309,3305.21,565.97,33.9,4.07,38.65,2.23
Maryland,24,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3278,3309.18,554.33,34.34,3.86,38.78,2.27
Maryland,24,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3243,3288.99,584.52,34.48,3.77,38.71,2.26
Maryland,24,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3202,3277.01,554.13,34.65,3.9,38.7,2.22
Maryland,24,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3103,3302.76,547.16,34.65,3.83,38.73,2.08
Maryland,24,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3137,3293.78,551.69,34.82,3.72,38.73,2.08
Maryland,24,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3275,3269.0,570.68,34.84,3.84,38.58,2.2
Maryland,24,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3331,3295.31,551.09,34.93,3.82,38.62,2.1
Maryland,24,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3162,3290.33,549.72,35.12,3.85,38.63,2.26
Maryland,24,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,3343,3262.45,557.58,35.04,3.84,38.52,2.19
Mississippi,28,2016,8th grade or less,1,South,858,3143.26,574.76,26.24,6.96,38.42,2.75
Mississippi,28,2017,8th grade or less,1,South,792,3168.47,533.35,26.62,6.76,38.51,2.74
Mississippi,28,2018,8th grade or less,1,South,770,3154.82,590.34,26.75,6.88,38.21,2.95
Mississippi,28,2019,8th grade or less,1,South,745,3175.0,592.11,26.96,7.06,38.12,2.83
Mississippi,28,2020,8th grade or less,1,South,747,3125.67,573.62,26.78,7.32,38.08,2.65
Mississippi,28,2021,8th grade or less,1,South,729,3155.87,550.9,26.99,7.36,38.16,2.76
Mississippi,28,2022,8th grade or less,1,South,764,3143.16,605.95,26.6,7.37,38.18,2.8
Mississippi,28,2023,8th grade or less,1,South,832,3142.41,567.16,26.6,7.18,38.26,2.87
Mississippi,28,2024,8th grade or less,1,South,904,3130.75,567.77,26.3,6.88,38.35,2.71
Mississippi,28,2016,9th through 12th grade with no diploma,2,South,4455,3016.52,598.11,23.29,5.66,37.99,3.04
Mississippi,28,2017,9th through 12th grade with no diploma,2,South,4209,3044.03,600.12,23.54,5.91,38.03,3.09
Mississippi,28,2018,9th through 12th grade with no diploma,2,South,3901,3029.63,596.7,23.81,5.94,37.94,3.04
Mississippi,28,2019,9th through 12th grade with no diploma,2,South,3820,3004.33,633.3,23.8,6.07,37.84,3.14
Mississippi,28,2020,9th through 12th grade with no diploma,2,South,3468,3033.5,629.05,23.76,6.01,37.93,3.09
Mississippi,28,2021,9th through 12th grade with no diploma,2,South,3344,3041.52,606.52,24.04,6.39,37.96,2.94
Mississippi,28,2022,9th through 12th grade with no diploma,2,South,3247,3013.37,616.53,23.74,6.2,37.96,3.12
Mississippi,28,2023,9th through 12th grade with no diploma,2,South,3146,2996.58,635.94,23.73,6.24,37.85,3.24
Mississippi,28,2024,9th through 12th grade with no diploma,2,South,2895,3006.33,616.78,24.05,6.43,37.95,3.08
Mississippi,28,2016,High school graduate or GED completed,3,South,10724,3073.84,626.67,25.01,5.17,38.08,2.92
Mississippi,28,2017,High school graduate or GED completed,3,South,10687,3077.34,609.93,25.09,5.14,38.07,2.93
Mississippi,28,2018,High school graduate or GED completed,3,South,10859,3074.27,625.7,25.14,5.04,37.99,2.93
Mississippi,28,2019,High school graduate or GED completed,3,South,10906,3059.33,610.72,25.26,5.17,37.95,2.88
Mississippi,28,2020,High school graduate or GED completed,3,South,10971,3076.93,611.54,25.4,5.22,38.02,2.8
Mississippi,28,2021,High school graduate or GED completed,3,South,10901,3066.95,626.87,25.45,5.26,37.99,2.96
Mississippi,28,2022,High school graduate or GED completed,3,South,11189,3056.11,603.06,25.43,5.28,38.05,2.88
Mississippi,28,2023,High school graduate or GED completed,3,South,11324,3060.3,616.86,25.55,5.32,38.04,2.92
Mississippi,28,2024,High school graduate or GED completed,3,South,11018,3058.09,621.51,25.65,5.34,38.06,2.93
Mississippi,28,2016,"Some college credit, but not a degree",4,South,9280,3136.96,601.0,25.98,5.02,38.21,2.78
Mississippi,28,2017,"Some college credit, but not a degree",4,South,9007,3128.31,614.97,26.2,5.06,38.16,2.81
Mississippi,28,2018,"Some college credit, but not a degree",4,South,8795,3121.55,632.78,26.41,5.07,38.05,2.91
Mississippi,28,2019,"Some college credit, but not a degree",4,South,8393,3118.81,628.24,26.59,5.11,38.07,2.74
Mississippi,28,2020,"Some college credit, but not a degree",4,South,7869,3121.95,620.42,26.66,5.18,38.08,2.75
Mississippi,28,2021,"Some college credit, but not a degree",4,South,7347,3109.48,627.54,26.88,5.17,38.11,2.76
Mississippi,28,2022,"Some college credit, but not a degree",4,South,6695,3099.27,643.4,27.2,5.27,37.99,2.92
Mississippi,28,2023,"Some college credit, but not a degree",4,South,6474,3109.55,620.95,27.35,5.29,38.08,2.83
Mississippi,28,2024,"Some college credit, but not a degree",4,South,5981,3106.77,624.08,27.57,5.34,38.11,2.78
Mississippi,28,2016,"Associate degree (AA, AS)",5,South,4644,3203.44,625.31,28.16,4.76,38.19,2.68
Mississippi,28,2017,"Associate degree (AA, AS)",5,South,4792,3202.9,619.35,28.04,4.86,38.22,2.7
Mississippi,28,2018,"Associate degree (AA, AS)",5,South,4741,3189.49,622.17,28.12,4.81,38.14,2.64
Mississippi,28,2019,"Associate degree (AA, AS)",5,South,4876,3174.28,601.81,28.02,4.82,38.11,2.57
Mississippi,28,2020,"Associate degree (AA, AS)",5,South,4687,3193.13,605.18,27.99,4.78,38.19,2.6
Mississippi,28,2021,"Associate degree (AA, AS)",5,South,4790,3191.81,614.31,28.2,4.78,38.19,2.59
Mississippi,28,2022,"Associate degree (AA, AS)",5,South,4794,3171.38,594.21,28.17,4.87,38.17,2.54
Mississippi,28,2023,"Associate degree (AA, AS)",5,South,4736,3171.87,601.91,28.34,4.91,38.19,2.6
Mississippi,28,2024,"Associate degree (AA, AS)",5,South,4695,3167.12,598.74,28.4,4.88,38.14,2.52
Mississippi,28,2016,"Bachelor's degree (BA, AB, BS)",6,South,5174,3298.3,585.13,29.94,4.36,38.43,2.36
Mississippi,28,2017,"Bachelor's degree (BA, AB, BS)",6,South,5092,3270.53,606.04,29.99,4.42,38.37,2.5
Mississippi,28,2018,"Bachelor's degree (BA, AB, BS)",6,South,5080,3270.91,595.24,30.05,4.45,38.32,2.45
Mississippi,28,2019,"Bachelor's degree (BA, AB, BS)",6,South,5020,3266.18,607.29,29.99,4.5,38.25,2.56
Mississippi,28,2020,"Bachelor's degree (BA, AB, BS)",6,South,4872,3262.37,584.61,29.94,4.49,38.34,2.37
Mississippi,28,2021,"Bachelor's degree (BA, AB, BS)",6,South,5080,3242.52,595.63,29.89,4.51,38.3,2.39
Mississippi,28,2022,"Bachelor's degree (BA, AB, BS)",6,South,5123,3240.89,596.23,29.96,4.57,38.26,2.47
Mississippi,28,2023,"Bachelor's degree (BA, AB, BS)",6,South,4933,3223.28,591.27,29.92,4.46,38.27,2.43
Mississippi,28,2024,"Bachelor's degree (BA, AB, BS)",6,South,4948,3226.06,608.85,30.04,4.49,38.3,2.56
Mississippi,28,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2146,3290.24,617.9,31.72,3.87,38.26,2.51
Mississippi,28,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2079,3282.0,634.5,31.65,4.01,38.22,2.72
Mississippi,28,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2177,3285.47,585.92,31.87,3.98,38.43,2.28
Mississippi,28,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2148,3261.64,635.21,31.96,4.0,38.16,2.69
Mississippi,28,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2212,3267.78,586.83,31.79,4.11,38.25,2.37
Mississippi,28,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2264,3246.33,590.64,31.72,4.12,38.25,2.43
Mississippi,28,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2154,3252.97,607.47,31.88,4.2,38.21,2.45
Mississippi,28,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2273,3267.84,586.76,31.82,4.28,38.26,2.27
Mississippi,28,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,South,2244,3258.61,597.07,31.87,4.18,38.22,2.45
Mississippi,28,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,576,3331.23,544.44,32.69,3.88,38.51,2.18
Mississippi,28,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,631,3318.62,543.43,32.77,3.84,38.47,2.17
Mississippi,28,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,580,3227.03,618.86,32.96,3.77,38.14,2.64
Mississippi,28,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,628,3310.92,600.07,32.63,3.82,38.37,2.39
Mississippi,28,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,570,3292.44,595.33,32.92,3.77,38.25,2.37
Mississippi,28,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,604,3281.05,588.36,33.06,4.11,38.36,2.28
Mississippi,28,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,647,3257.4,584.78,32.83,3.94,38.12,2.38
Mississippi,28,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,645,3270.23,594.67,32.69,4.02,38.2,2.57
Mississippi,28,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,South,665,3248.31,572.54,32.78,4.23,38.22,2.37
North Carolina,37,2016,8th grade or less,1,South,4529,3288.89,607.57,30.25,6.48,38.65,2.83
North Carolina,37,2017,8th grade or less,1,South,4390,3257.37,587.0,30.35,6.69,38.53,2.82
North Carolina,37,2018,8th grade or less,1,South,3943,3248.62,594.67,30.42,6.66,38.54,2.84
North Carolina,37,2019,8th grade or less,1,South,3942,3242.89,593.44,30.17,6.9,38.38,3.01
North Carolina,37,2020,8th grade or less,1,South,3884,3231.94,585.66,30.5,6.81,38.35,2.97
North Carolina,37,2021,8th grade or less,1,South,3627,3230.31,590.53,30.02,7.0,38.3,2.83
North Carolina,37,2022,8th grade or less,1,South,4158,3232.9,575.77,29.88,7.08,38.47,2.75
