state,state_code,year,education,education_code,region,births,avg_birth_weight_g,sd_birth_weight_g,avg_mother_age,sd_mother_age,avg_gestational_age_wks,sd_gestational_age_wks
Kansas,20,2022,"Associate degree (AA, AS)",5,Midwest,3299,3317.98,567.15,29.39,4.83,38.41,1.99
Kansas,20,2023,"Associate degree (AA, AS)",5,Midwest,3271,3307.44,585.32,29.48,4.85,38.34,2.15
Kansas,20,2024,"Associate degree (AA, AS)",5,Midwest,3097,3296.68,598.42,29.33,4.95,38.42,2.38
Kansas,20,2016,"Bachelor's degree (BA, AB, BS)",6,Midwest,8547,3393.04,562.04,30.54,4.12,38.75,1.95
Kansas,20,2017,"Bachelor's degree (BA, AB, BS)",6,Midwest,8172,3389.28,565.84,30.57,4.21,38.68,1.98
Kansas,20,2018,"Bachelor's degree (BA, AB, BS)",6,Midwest,8249,3376.65,557.27,30.72,4.23,38.66,2.01
Kansas,20,2019,"Bachelor's degree (BA, AB, BS)",6,Midwest,8008,3380.17,562.43,30.68,4.24,38.6,2.0
Kansas,20,2020,"Bachelor's degree (BA, AB, BS)",6,Midwest,7821,3390.14,541.88,30.78,4.31,38.64,1.84
Kansas,20,2021,"Bachelor's degree (BA, AB, BS)",6,Midwest,8368,3366.44,561.23,30.77,4.29,38.51,1.93
Kansas,20,2022,"Bachelor's degree (BA, AB, BS)",6,Midwest,8143,3359.99,556.88,30.72,4.33,38.52,1.97
Kansas,20,2023,"Bachelor's degree (BA, AB, BS)",6,Midwest,8098,3361.95,565.43,30.8,4.41,38.53,1.98
Kansas,20,2024,"Bachelor's degree (BA, AB, BS)",6,Midwest,8083,3363.63,555.33,30.81,4.41,38.62,2.04
Kansas,20,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3330,3375.92,567.17,31.94,3.75,38.68,1.95
Kansas,20,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3188,3363.03,569.4,32.15,3.73,38.62,2.01
Kansas,20,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3096,3388.35,582.98,32.18,3.78,38.63,2.1
Kansas,20,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3243,3365.65,565.32,32.44,3.85,38.56,2.02
Kansas,20,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3112,3345.51,576.12,32.16,3.92,38.56,2.02
Kansas,20,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3171,3375.28,535.86,32.33,3.88,38.53,1.79
Kansas,20,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3272,3352.49,544.91,32.29,4.01,38.47,1.94
Kansas,20,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3421,3352.63,560.94,32.21,4.09,38.48,2.0
Kansas,20,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,3283,3353.61,567.47,32.24,4.12,38.51,2.15
Kansas,20,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,920,3340.9,560.87,32.88,3.77,38.61,2.04
Kansas,20,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,874,3352.82,544.4,33.12,3.86,38.62,1.83
Kansas,20,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,886,3363.23,531.66,32.95,3.84,38.83,1.84
Kansas,20,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,907,3337.84,528.31,33.08,3.69,38.59,1.89
Kansas,20,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,922,3298.52,572.89,33.13,3.73,38.46,2.22
Kansas,20,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,994,3337.0,559.07,32.88,3.57,38.57,2.04
Kansas,20,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,978,3327.33,513.23,32.93,3.75,38.49,1.93
Kansas,20,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,1051,3321.11,536.08,32.94,3.75,38.52,1.87
Kansas,20,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,1043,3326.15,543.94,32.94,4.02,38.52,1.94
Michigan,26,2016,8th grade or less,1,Midwest,2241,3289.88,581.59,29.34,6.77,38.87,2.5
Michigan,26,2017,8th grade or less,1,Midwest,2311,3318.45,538.25,29.65,6.86,38.96,2.21
Michigan,26,2018,8th grade or less,1,Midwest,2244,3274.66,604.81,29.64,6.57,38.62,2.64
Michigan,26,2019,8th grade or less,1,Midwest,2060,3279.63,558.74,29.8,6.74,38.8,2.46
Michigan,26,2020,8th grade or less,1,Midwest,2139,3268.76,593.51,29.83,6.9,38.66,2.48
Michigan,26,2021,8th grade or less,1,Midwest,1946,3257.68,595.16,29.8,6.83,38.59,2.45
Michigan,26,2022,8th grade or less,1,Midwest,2171,3253.41,565.5,29.21,6.82,38.78,2.35
Michigan,26,2023,8th grade or less,1,Midwest,2238,3271.26,569.15,29.71,6.92,38.74,2.41
Michigan,26,2024,8th grade or less,1,Midwest,2316,3260.67,571.45,29.26,6.66,38.68,2.43
Michigan,26,2016,9th through 12th grade with no diploma,2,Midwest,10583,3132.57,624.42,24.13,5.9,38.43,3.0
Michigan,26,2017,9th through 12th grade with no diploma,2,Midwest,10252,3133.82,618.83,24.33,5.91,38.37,2.9
Michigan,26,2018,9th through 12th grade with no diploma,2,Midwest,9624,3131.78,612.72,24.51,5.98,38.39,2.84
Michigan,26,2019,9th through 12th grade with no diploma,2,Midwest,9206,3119.03,613.44,24.61,6.03,38.33,2.9
Michigan,26,2020,9th through 12th grade with no diploma,2,Midwest,8546,3129.45,601.63,24.67,6.0,38.39,2.68
Michigan,26,2021,9th through 12th grade with no diploma,2,Midwest,7956,3110.9,608.26,24.82,6.06,38.35,2.72
Michigan,26,2022,9th through 12th grade with no diploma,2,Midwest,7654,3107.85,599.96,25.03,6.17,38.36,2.66
Michigan,26,2023,9th through 12th grade with no diploma,2,Midwest,7502,3098.77,605.22,25.28,6.26,38.27,2.69
Michigan,26,2024,9th through 12th grade with no diploma,2,Midwest,7440,3096.25,613.82,25.3,6.19,38.27,2.82
Michigan,26,2016,High school graduate or GED completed,3,Midwest,28259,3221.64,612.84,26.11,5.34,38.59,2.73
Michigan,26,2017,High school graduate or GED completed,3,Midwest,28028,3201.05,622.91,26.24,5.36,38.48,2.79
Michigan,26,2018,High school graduate or GED completed,3,Midwest,27793,3211.23,611.88,26.28,5.34,38.52,2.72
Michigan,26,2019,High school graduate or GED completed,3,Midwest,27980,3192.73,621.72,26.41,5.36,38.43,2.75
Michigan,26,2020,High school graduate or GED completed,3,Midwest,27691,3190.9,623.21,26.66,5.39,38.4,2.7
Michigan,26,2021,High school graduate or GED completed,3,Midwest,27780,3179.67,631.21,26.9,5.4,38.31,2.67
Michigan,26,2022,High school graduate or GED completed,3,Midwest,27619,3171.6,618.83,27.14,5.44,38.36,2.61
Michigan,26,2023,High school graduate or GED completed,3,Midwest,26390,3190.98,609.1,27.25,5.45,38.39,2.57
Michigan,26,2024,High school graduate or GED completed,3,Midwest,26900,3184.38,617.89,27.41,5.52,38.35,2.66
Michigan,26,2016,"Some college credit, but not a degree",4,Midwest,26973,3276.41,618.04,27.66,5.11,38.66,2.68
Michigan,26,2017,"Some college credit, but not a degree",4,Midwest,25861,3268.28,617.44,27.9,5.09,38.57,2.71
Michigan,26,2018,"Some college credit, but not a degree",4,Midwest,25100,3267.71,606.45,28.07,5.07,38.62,2.59
Michigan,26,2019,"Some college credit, but not a degree",4,Midwest,23715,3259.08,612.47,28.29,5.09,38.54,2.58
Michigan,26,2020,"Some college credit, but not a degree",4,Midwest,22733,3257.99,611.56,28.57,5.05,38.51,2.52
Michigan,26,2021,"Some college credit, but not a degree",4,Midwest,22583,3249.11,618.14,28.81,5.07,38.44,2.5
Michigan,26,2022,"Some college credit, but not a degree",4,Midwest,21112,3244.89,611.78,28.96,5.12,38.49,2.51
Michigan,26,2023,"Some college credit, but not a degree",4,Midwest,20259,3239.76,616.62,29.18,5.09,38.43,2.54
Michigan,26,2024,"Some college credit, but not a degree",4,Midwest,19794,3252.29,615.84,29.3,5.12,38.46,2.53
Michigan,26,2016,"Associate degree (AA, AS)",5,Midwest,9932,3342.86,596.6,29.84,4.6,38.78,2.4
Michigan,26,2017,"Associate degree (AA, AS)",5,Midwest,9518,3340.64,597.25,29.9,4.6,38.73,2.48
Michigan,26,2018,"Associate degree (AA, AS)",5,Midwest,9423,3339.3,594.8,29.99,4.52,38.68,2.41
Michigan,26,2019,"Associate degree (AA, AS)",5,Midwest,9055,3325.8,590.69,30.15,4.67,38.64,2.43
Michigan,26,2020,"Associate degree (AA, AS)",5,Midwest,8965,3313.5,602.03,30.26,4.63,38.63,2.4
Michigan,26,2021,"Associate degree (AA, AS)",5,Midwest,9299,3318.57,585.38,30.33,4.63,38.54,2.26
Michigan,26,2022,"Associate degree (AA, AS)",5,Midwest,9202,3303.68,590.72,30.41,4.6,38.56,2.34
Michigan,26,2023,"Associate degree (AA, AS)",5,Midwest,8752,3307.65,580.8,30.53,4.62,38.54,2.35
Michigan,26,2024,"Associate degree (AA, AS)",5,Midwest,8621,3299.83,590.29,30.59,4.71,38.55,2.28
Michigan,26,2016,"Bachelor's degree (BA, AB, BS)",6,Midwest,21964,3367.27,578.37,30.96,4.2,38.89,2.3
Michigan,26,2017,"Bachelor's degree (BA, AB, BS)",6,Midwest,22200,3365.43,585.88,30.98,4.23,38.84,2.36
Michigan,26,2018,"Bachelor's degree (BA, AB, BS)",6,Midwest,22410,3370.64,573.89,31.06,4.2,38.86,2.26
Michigan,26,2019,"Bachelor's degree (BA, AB, BS)",6,Midwest,22331,3351.47,578.8,31.14,4.21,38.73,2.25
Michigan,26,2020,"Bachelor's degree (BA, AB, BS)",6,Midwest,21237,3354.38,576.98,31.24,4.19,38.71,2.22
Michigan,26,2021,"Bachelor's degree (BA, AB, BS)",6,Midwest,21980,3350.19,577.83,31.32,4.17,38.62,2.14
Michigan,26,2022,"Bachelor's degree (BA, AB, BS)",6,Midwest,21556,3337.49,577.31,31.39,4.24,38.68,2.17
Michigan,26,2023,"Bachelor's degree (BA, AB, BS)",6,Midwest,21147,3352.48,569.04,31.41,4.21,38.69,2.15
Michigan,26,2024,"Bachelor's degree (BA, AB, BS)",6,Midwest,21266,3354.51,566.93,31.47,4.22,38.7,2.13
Michigan,26,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9533,3359.84,584.66,32.47,3.8,38.87,2.27
Michigan,26,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9433,3350.63,589.12,32.56,3.86,38.8,2.39
Michigan,26,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9542,3357.4,568.7,32.62,3.89,38.84,2.18
Michigan,26,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9665,3351.03,568.21,32.6,3.84,38.76,2.25
Michigan,26,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9212,3331.3,567.07,32.54,3.81,38.69,2.11
Michigan,26,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9545,3336.45,568.93,32.72,3.82,38.6,2.11
Michigan,26,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9408,3335.76,571.12,32.73,3.86,38.68,2.17
Michigan,26,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9147,3330.59,566.68,32.74,3.89,38.66,2.1
Michigan,26,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,9557,3335.12,569.92,32.75,3.94,38.69,2.13
Michigan,26,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2705,3312.56,591.98,33.04,3.77,38.78,2.39
Michigan,26,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2681,3317.87,556.51,33.22,3.78,38.85,2.23
Michigan,26,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2836,3345.76,549.82,33.28,3.84,38.83,2.14
Michigan,26,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2786,3303.17,558.66,33.35,3.77,38.7,2.13
Michigan,26,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2759,3323.46,560.31,33.43,3.8,38.72,2.09
Michigan,26,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2986,3304.97,563.02,33.43,3.82,38.57,2.06
Michigan,26,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2913,3314.78,555.76,33.53,3.91,38.68,1.98
Michigan,26,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2908,3301.94,554.41,33.37,3.9,38.6,2.03
Michigan,26,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,3069,3289.16,551.48,33.33,3.77,38.61,2.0
Minnesota,27,2016,8th grade or less,1,Midwest,2412,3335.1,555.56,30.67,5.91,39.01,2.63
Minnesota,27,2017,8th grade or less,1,Midwest,2372,3351.61,583.89,30.82,5.93,38.88,2.77
Minnesota,27,2018,8th grade or less,1,Midwest,2353,3339.68,579.7,30.73,6.13,38.85,2.72
Minnesota,27,2019,8th grade or less,1,Midwest,2334,3308.81,577.81,31.17,5.95,38.83,2.6
Minnesota,27,2020,8th grade or less,1,Midwest,2186,3330.32,560.87,31.14,6.09,38.77,2.64
Minnesota,27,2021,8th grade or less,1,Midwest,1995,3334.39,562.05,31.18,6.23,38.82,2.57
Minnesota,27,2022,8th grade or less,1,Midwest,2184,3308.48,579.8,31.17,6.46,38.72,2.65
Minnesota,27,2023,8th grade or less,1,Midwest,2018,3274.96,585.05,30.99,6.49,38.6,2.71
Minnesota,27,2024,8th grade or less,1,Midwest,2227,3236.53,610.69,30.79,6.66,38.49,2.91
Minnesota,27,2016,9th through 12th grade with no diploma,2,Midwest,4831,3240.41,616.29,25.51,6.48,38.67,2.97
Minnesota,27,2017,9th through 12th grade with no diploma,2,Midwest,4816,3229.29,595.47,25.66,6.53,38.66,2.82
Minnesota,27,2018,9th through 12th grade with no diploma,2,Midwest,4390,3230.32,602.88,25.77,6.4,38.59,2.79
Minnesota,27,2019,9th through 12th grade with no diploma,2,Midwest,4505,3208.38,616.87,25.66,6.51,38.52,2.84
Minnesota,27,2020,9th through 12th grade with no diploma,2,Midwest,4171,3238.1,597.49,25.94,6.56,38.61,2.74
Minnesota,27,2021,9th through 12th grade with no diploma,2,Midwest,4025,3208.1,607.12,25.99,6.7,38.44,2.89
Minnesota,27,2022,9th through 12th grade with no diploma,2,Midwest,4005,3214.22,591.94,26.5,6.8,38.5,2.68
Minnesota,27,2023,9th through 12th grade with no diploma,2,Midwest,3976,3187.25,608.41,26.46,6.92,38.47,2.81
Minnesota,27,2024,9th through 12th grade with no diploma,2,Midwest,4043,3188.14,603.25,26.45,6.71,38.49,2.79
Minnesota,27,2016,High school graduate or GED completed,3,Midwest,11557,3291.28,597.7,26.94,5.56,38.8,2.67
Minnesota,27,2017,High school graduate or GED completed,3,Midwest,11513,3288.91,607.76,27.06,5.58,38.72,2.72
Minnesota,27,2018,High school graduate or GED completed,3,Midwest,11329,3288.12,606.51,27.26,5.55,38.73,2.68
Minnesota,27,2019,High school graduate or GED completed,3,Midwest,11152,3284.06,603.57,27.43,5.68,38.66,2.65
Minnesota,27,2020,High school graduate or GED completed,3,Midwest,10793,3276.69,597.86,27.52,5.65,38.66,2.56
Minnesota,27,2021,High school graduate or GED completed,3,Midwest,10620,3263.24,599.06,27.66,5.67,38.6,2.59
Minnesota,27,2022,High school graduate or GED completed,3,Midwest,10914,3248.75,611.54,27.65,5.72,38.57,2.64
Minnesota,27,2023,High school graduate or GED completed,3,Midwest,10775,3233.01,606.36,27.78,5.8,38.53,2.69
Minnesota,27,2024,High school graduate or GED completed,3,Midwest,10966,3240.86,601.28,27.75,5.71,38.54,2.65
Minnesota,27,2016,"Some college credit, but not a degree",4,Midwest,12707,3328.27,612.81,28.11,5.13,38.77,2.63
Minnesota,27,2017,"Some college credit, but not a degree",4,Midwest,12206,3322.7,611.09,28.36,5.16,38.74,2.6
Minnesota,27,2018,"Some college credit, but not a degree",4,Midwest,12272,3313.56,618.65,28.62,5.21,38.73,2.61
Minnesota,27,2019,"Some college credit, but not a degree",4,Midwest,11599,3304.18,613.09,28.83,5.22,38.64,2.68
Minnesota,27,2020,"Some college credit, but not a degree",4,Midwest,11166,3309.19,601.87,28.99,5.25,38.64,2.53
Minnesota,27,2021,"Some college credit, but not a degree",4,Midwest,10696,3296.53,615.43,29.08,5.2,38.57,2.58
Minnesota,27,2022,"Some college credit, but not a degree",4,Midwest,10397,3283.36,606.43,29.28,5.27,38.57,2.58
Minnesota,27,2023,"Some college credit, but not a degree",4,Midwest,9627,3289.3,586.13,29.39,5.26,38.64,2.49
Minnesota,27,2024,"Some college credit, but not a degree",4,Midwest,9292,3287.2,602.24,29.48,5.28,38.54,2.59
Minnesota,27,2016,"Associate degree (AA, AS)",5,Midwest,9096,3386.02,580.01,29.98,4.55,38.84,2.38
Minnesota,27,2017,"Associate degree (AA, AS)",5,Midwest,8869,3375.68,583.37,30.14,4.5,38.77,2.33
Minnesota,27,2018,"Associate degree (AA, AS)",5,Midwest,8500,3376.5,567.14,30.25,4.52,38.78,2.35
Minnesota,27,2019,"Associate degree (AA, AS)",5,Midwest,8012,3370.12,570.69,30.43,4.62,38.76,2.33
Minnesota,27,2020,"Associate degree (AA, AS)",5,Midwest,7476,3357.57,578.34,30.41,4.66,38.69,2.4
Minnesota,27,2021,"Associate degree (AA, AS)",5,Midwest,7625,3339.95,597.81,30.58,4.69,38.59,2.36
Minnesota,27,2022,"Associate degree (AA, AS)",5,Midwest,7404,3330.59,598.38,30.68,4.76,38.6,2.44
Minnesota,27,2023,"Associate degree (AA, AS)",5,Midwest,6910,3336.17,574.72,30.68,4.75,38.63,2.37
Minnesota,27,2024,"Associate degree (AA, AS)",5,Midwest,6686,3319.84,588.21,30.8,4.89,38.61,2.35
Minnesota,27,2016,"Bachelor's degree (BA, AB, BS)",6,Midwest,18737,3416.31,568.62,31.11,4.1,39.01,2.24
Minnesota,27,2017,"Bachelor's degree (BA, AB, BS)",6,Midwest,18524,3409.56,580.36,31.19,4.09,38.92,2.25
Minnesota,27,2018,"Bachelor's degree (BA, AB, BS)",6,Midwest,18724,3401.98,572.16,31.32,4.07,38.9,2.27
Minnesota,27,2019,"Bachelor's degree (BA, AB, BS)",6,Midwest,18386,3398.84,563.83,31.35,4.12,38.9,2.18
Minnesota,27,2020,"Bachelor's degree (BA, AB, BS)",6,Midwest,17904,3397.77,556.67,31.44,4.12,38.87,2.22
Minnesota,27,2021,"Bachelor's degree (BA, AB, BS)",6,Midwest,19036,3382.63,578.75,31.51,4.12,38.74,2.24
Minnesota,27,2022,"Bachelor's degree (BA, AB, BS)",6,Midwest,18742,3372.04,559.93,31.58,4.17,38.78,2.2
Minnesota,27,2023,"Bachelor's degree (BA, AB, BS)",6,Midwest,18382,3374.82,566.82,31.55,4.28,38.77,2.25
Minnesota,27,2024,"Bachelor's degree (BA, AB, BS)",6,Midwest,18467,3378.07,570.01,31.62,4.24,38.8,2.21
Minnesota,27,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7207,3397.62,569.05,32.64,3.69,38.94,2.23
Minnesota,27,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7192,3396.63,567.66,32.7,3.69,38.92,2.23
Minnesota,27,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7144,3391.12,568.98,32.72,3.71,38.86,2.24
Minnesota,27,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7382,3394.31,559.37,32.85,3.76,38.89,2.08
Minnesota,27,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7040,3387.66,563.91,32.84,3.79,38.81,2.13
Minnesota,27,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7634,3371.76,570.05,32.9,3.79,38.72,2.21
Minnesota,27,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7429,3380.44,555.15,32.97,3.81,38.73,2.1
Minnesota,27,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7163,3362.99,567.16,32.93,3.88,38.71,2.26
Minnesota,27,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Midwest,7416,3362.3,565.74,32.99,3.95,38.66,2.27
Minnesota,27,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2218,3378.3,560.58,33.21,3.66,38.95,2.13
Minnesota,27,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2332,3377.01,587.73,33.39,3.59,38.91,2.29
Minnesota,27,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2243,3367.56,563.69,33.55,3.82,38.83,2.25
Minnesota,27,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2336,3361.48,568.93,33.47,3.61,38.76,2.2
Minnesota,27,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2403,3345.5,539.13,33.59,3.61,38.82,2.12
Minnesota,27,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2464,3348.46,563.58,33.59,3.73,38.69,2.27
Minnesota,27,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2535,3341.08,546.53,33.89,3.79,38.58,2.22
Minnesota,27,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2448,3339.47,548.11,33.58,3.79,38.68,2.11
Minnesota,27,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Midwest,2589,3340.22,543.03,33.75,3.82,38.63,2.2
Missouri,29,2016,8th grade or less,1,Midwest,2078,3314.54,592.09,28.68,6.54,38.75,2.46
Missouri,29,2017,8th grade or less,1,Midwest,1961,3330.97,566.11,28.58,6.47,38.85,2.29
Missouri,29,2018,8th grade or less,1,Midwest,2011,3315.04,575.64,28.84,6.6,38.75,2.4
Missouri,29,2019,8th grade or less,1,Midwest,1986,3326.7,592.19,28.62,6.6,38.67,2.48
Missouri,29,2020,8th grade or less,1,Midwest,1947,3315.45,574.29,28.7,6.55,38.71,2.45
Missouri,29,2021,8th grade or less,1,Midwest,1971,3314.73,597.58,28.72,6.77,38.69,2.51
Missouri,29,2022,8th grade or less,1,Midwest,2170,3297.47,605.52,28.42,6.75,38.75,2.57
Missouri,29,2023,8th grade or less,1,Midwest,2229,3326.92,569.85,28.64,6.8,38.73,2.48
Missouri,29,2024,8th grade or less,1,Midwest,2349,3275.06,594.21,28.01,6.61,38.56,2.62
Missouri,29,2016,9th through 12th grade with no diploma,2,Midwest,7292,3130.84,604.21,23.96,5.84,38.39,2.81
Missouri,29,2017,9th through 12th grade with no diploma,2,Midwest,6802,3118.64,609.92,24.16,5.91,38.31,2.83
Missouri,29,2018,9th through 12th grade with no diploma,2,Midwest,6716,3121.73,601.15,24.29,6.08,38.25,2.8
Missouri,29,2019,9th through 12th grade with no diploma,2,Midwest,6431,3120.28,608.66,24.28,6.0,38.26,2.77
Missouri,29,2020,9th through 12th grade with no diploma,2,Midwest,6092,3124.41,587.72,24.23,6.04,38.26,2.75
Missouri,29,2021,9th through 12th grade with no diploma,2,Midwest,5623,3113.88,585.72,24.43,6.21,38.22,2.7
Missouri,29,2022,9th through 12th grade with no diploma,2,Midwest,5512,3103.88,599.65,24.35,6.27,38.26,2.88
Missouri,29,2023,9th through 12th grade with no diploma,2,Midwest,5481,3119.26,587.62,24.53,6.33,38.24,2.72
Missouri,29,2024,9th through 12th grade with no diploma,2,Midwest,5442,3117.42,595.73,24.46,6.28,38.29,2.77
Missouri,29,2016,High school graduate or GED completed,3,Midwest,17983,3206.58,613.84,25.41,5.23,38.46,2.69
Missouri,29,2017,High school graduate or GED completed,3,Midwest,18136,3201.63,615.34,25.52,5.24,38.44,2.69
Missouri,29,2018,High school graduate or GED completed,3,Midwest,18489,3186.23,607.32,25.61,5.26,38.4,2.65
Missouri,29,2019,High school graduate or GED completed,3,Midwest,18247,3193.9,604.05,25.75,5.25,38.39,2.6
Missouri,29,2020,High school graduate or GED completed,3,Midwest,18065,3182.21,603.49,25.96,5.27,38.31,2.61
Missouri,29,2021,High school graduate or GED completed,3,Midwest,17951,3183.59,604.53,26.06,5.29,38.31,2.61
Missouri,29,2022,High school graduate or GED completed,3,Midwest,17876,3163.56,611.82,26.14,5.33,38.28,2.68
Missouri,29,2023,High school graduate or GED completed,3,Midwest,17458,3167.33,602.08,26.17,5.34,38.33,2.63
Missouri,29,2024,High school graduate or GED completed,3,Midwest,18175,3177.48,593.67,26.32,5.37,38.36,2.57
Missouri,29,2016,"Some college credit, but not a degree",4,Midwest,17427,3265.94,611.65,27.17,5.1,38.55,2.55
Missouri,29,2017,"Some college credit, but not a degree",4,Midwest,16709,3261.89,607.04,27.26,5.09,38.48,2.53
Missouri,29,2018,"Some college credit, but not a degree",4,Midwest,16607,3263.12,602.3,27.47,5.12,38.46,2.48
Missouri,29,2019,"Some college credit, but not a degree",4,Midwest,16022,3240.48,606.72,27.62,5.11,38.37,2.58
Missouri,29,2020,"Some college credit, but not a degree",4,Midwest,14834,3237.04,601.83,27.76,5.12,38.39,2.5
Missouri,29,2021,"Some college credit, but not a degree",4,Midwest,14292,3239.68,605.91,28.04,5.12,38.35,2.46
Missouri,29,2022,"Some college credit, but not a degree",4,Midwest,13790,3228.28,606.28,28.2,5.17,38.36,2.56
Missouri,29,2023,"Some college credit, but not a degree",4,Midwest,12952,3232.32,609.97,28.38,5.2,38.35,2.53
Missouri,29,2024,"Some college credit, but not a degree",4,Midwest,12518,3230.77,596.57,28.57,5.21,38.38,2.48
Missouri,29,2016,"Associate degree (AA, AS)",5,Midwest,6611,3318.98,602.52,29.02,4.65,38.56,2.44
Missouri,29,2017,"Associate degree (AA, AS)",5,Midwest,6489,3317.62,588.12,29.32,4.69,38.52,2.33
Missouri,29,2018,"Associate degree (AA, AS)",5,Midwest,6494,3308.16,598.94,29.33,4.66,38.49,2.34
Missouri,29,2019,"Associate degree (AA, AS)",5,Midwest,6429,3295.95,602.96,29.48,4.71,38.43,2.37
Missouri,29,2020,"Associate degree (AA, AS)",5,Midwest,6071,3276.76,596.72,29.46,4.79,38.39,2.33
Missouri,29,2021,"Associate degree (AA, AS)",5,Midwest,6090,3290.43,595.66,29.52,4.79,38.4,2.36
